Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
1,CJ Abrams*,22,WSN,NL,58,215,201,22,45,9,2,6,29,6,2,8,47,.224,.271,.378,.649,80,76,5,5,1,0,0,*6/H,abramcj01
2,José Abreu,36,HOU,AL,64,269,246,18,54,8,0,3,29,0,1,17,64,.220,.275,.289,.564,57,71,7,3,0,3,1,*3/D,abreujo02
3,Ronald Acuna Jr.,25,ATL,NL,65,296,263,56,87,20,1,13,37,28,5,30,40,.331,.402,.563,.965,157,148,6,2,0,1,2,*9,acunaro01
4,Willy Adames,27,MIL,NL,56,237,207,27,43,7,0,10,28,4,2,24,63,.208,.289,.386,.676,85,80,6,1,0,3,0,*6/D,adamewi01
5,Riley Adams,27,WSN,NL,13,51,45,3,12,3,1,2,6,0,0,5,17,.267,.340,.511,.851,136,23,2,0,1,0,0,2,adamsri03
6,Jo Adell,24,LAA,AL,1,4,3,1,1,0,0,1,1,0,0,1,1,.333,.500,1.333,1.833,382,4,0,0,0,0,0,/9,adelljo01
7,Ehire Adrianza#,33,ATL,NL,5,11,10,0,0,0,0,0,0,0,0,1,4,.000,.091,.000,.091,-72,0,0,0,0,0,0,/H6,adriaeh01
8,Jesús Aguilar,33,OAK,AL,36,115,104,8,23,2,0,5,9,0,0,8,31,.221,.281,.385,.665,90,40,3,1,0,1,2,3/DH,aguilje01
9,Nick Ahmed,33,ARI,NL,36,109,104,10,23,5,0,2,12,4,0,5,25,.221,.257,.327,.584,60,34,0,0,0,0,0,6/HD,ahmedni01
10,Hanser Alberto,30,CHW,AL,30,90,82,11,18,5,0,3,16,0,0,4,13,.220,.261,.390,.652,77,32,1,1,2,1,0,54/31H,alberha01
11,Ozzie Albies#,26,ATL,NL,65,270,249,29,63,11,1,14,42,2,0,16,37,.253,.304,.474,.778,106,118,5,3,0,2,2,*4,albieoz01
12,Scott Alexander*,33,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,alexasc02
13,Greg Allen#,30,NYY,AL,10,17,14,5,3,0,1,1,1,1,0,1,7,.214,.313,.571,.884,139,8,0,1,1,0,0,/H879,allengr01
14,Nick Allen,24,OAK,AL,38,111,102,9,20,1,0,1,3,0,0,6,18,.196,.241,.235,.476,39,24,2,0,3,0,0,6/H4,allenni02
15,Pete Alonso,28,NYM,NL,62,261,229,41,53,4,1,22,49,2,0,27,51,.231,.326,.546,.872,139,125,6,5,0,0,0,*3/D,alonspe01
16,Jose Altuve,33,HOU,AL,15,69,61,13,16,5,0,2,6,2,0,8,15,.262,.348,.443,.790,118,27,2,0,0,0,0,4,altuvjo01
17,Jake Alu*,26,WSN,NL,4,14,13,0,3,0,0,0,0,1,0,1,3,.231,.286,.231,.516,48,3,0,0,0,0,0,/7,aluja01
18,Francisco Alvarez,21,NYM,NL,44,150,140,19,34,6,0,12,25,0,0,8,36,.243,.293,.543,.836,128,76,6,2,0,0,0,2/HD,alvarfr01
19,Yordan Alvarez*,26,HOU,AL,57,242,202,41,56,12,0,17,55,0,0,32,55,.277,.388,.589,.978,166,119,5,6,0,2,2,D7,alvaryo01
20,Miguel Amaya,24,CHC,NL,13,41,32,3,8,0,0,1,5,0,0,1,9,.250,.375,.344,.719,100,11,1,6,1,1,0,2/DH,amayami01
21,Brian Anderson,30,MIL,NL,64,253,218,29,50,8,1,8,32,0,3,29,69,.229,.328,.385,.713,97,84,5,4,0,2,0,59/DH,anderbr06
22,Tim Anderson,30,CHW,AL,46,200,190,21,50,9,0,0,10,7,1,10,38,.263,.300,.311,.611,70,59,6,0,0,0,0,*6/H,anderti01
23,Elvis Andrus,34,CHW,AL,45,170,152,12,30,4,0,1,13,6,1,13,31,.197,.272,.243,.516,45,37,0,3,1,1,1,64/5,andruel01
24,Miguel Andujar,28,PIT,NL,13,33,31,2,5,1,0,2,6,0,0,2,5,.161,.212,.387,.599,60,12,0,0,0,0,0,9/HD,andujmi01
25,Orlando Arcia,28,ATL,NL,44,168,154,22,50,8,0,5,19,0,0,13,32,.325,.381,.474,.855,129,73,7,1,0,0,0,*6,arciaor01
26,Nolan Arenado,32,STL,NL,63,269,246,30,68,9,2,13,45,2,3,19,50,.276,.327,.488,.815,122,120,9,1,0,3,2,*5/DH,arenano01
27,Gabriel Arias,23,CLE,AL,49,130,113,10,24,5,0,4,6,0,2,17,43,.212,.315,.363,.678,91,41,4,0,0,0,0,3H9/65D4,ariasga01
28,Randy Arozarena,28,TBR,AL,64,274,225,41,65,7,1,12,44,9,4,37,61,.289,.405,.489,.894,154,110,3,9,0,3,0,*7/DH,arozara01
29,Luis Arraez*,26,MIA,NL,61,253,229,27,91,15,1,1,30,1,2,19,13,.397,.447,.485,.931,157,111,10,3,0,2,5,*4/H3D,arraelu01
30,Christian Arroyo,28,BOS,AL,32,94,89,13,22,7,0,1,11,1,0,4,21,.247,.280,.360,.639,72,32,5,0,1,0,0,4/H65,arroych01
31,José Azocar,27,SDP,NL,26,55,51,8,12,2,0,0,3,6,1,1,11,.235,.250,.275,.525,49,14,0,0,3,0,0,9/H87D,azocajo01
32,Akil Baddoo*,24,DET,AL,50,168,143,17,33,7,0,3,16,6,1,24,34,.231,.341,.343,.684,93,49,1,0,1,0,2,*7/H89D,baddoak01
33,Harrison Bader,29,NYY,AL,26,95,90,14,24,0,2,6,19,6,2,3,13,.267,.295,.511,.806,119,46,1,1,0,1,0,8/H,baderha01
34,Ji Hwan Bae*,23,PIT,NL,59,193,174,32,47,9,0,2,17,19,5,13,45,.270,.326,.356,.683,88,62,2,2,3,1,0,84/H6,baeji01
35,Javier Báez,30,DET,AL,60,253,236,23,52,8,1,4,29,5,0,10,54,.220,.262,.314,.575,60,74,5,4,0,2,0,*6/DH,baezja01
36,Patrick Bailey#,24,SFG,NL,17,61,57,6,17,5,1,2,14,0,0,2,19,.298,.322,.526,.848,129,30,1,0,2,0,0,2,bailepa01
37,Bryan Baker,28,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bakerbr01
38,Luken Baker,26,STL,NL,3,13,13,1,4,0,0,0,0,0,0,0,5,.308,.308,.308,.615,71,4,0,0,0,0,0,/D,bakerlu01
39,Rylan Bannon,27,HOU,AL,2,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4D,bannory01
40,Austin Barnes,33,LAD,NL,27,88,78,4,8,2,0,0,4,2,1,8,20,.103,.193,.128,.321,-11,10,2,1,0,1,0,2/H,barneau01
41,Tucker Barnhart*,32,CHC,NL,28,78,68,1,11,1,0,0,4,0,0,8,24,.162,.256,.176,.433,22,12,3,1,0,1,0,2/1H,barnhtu01
42,Tres Barrera,28,STL,NL,6,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2H,barretr01
43,Jose Barrero,25,CIN,NL,45,146,130,15,29,8,0,2,17,3,2,15,44,.223,.301,.331,.632,68,43,1,0,0,1,0,68/HD,garcijo02
44,Joey Bart,26,SFG,NL,26,84,78,8,18,5,0,0,4,0,0,2,21,.231,.286,.295,.581,61,23,0,4,0,0,0,2/H,bartjo01
45,Brett Baty*,23,NYM,NL,45,164,145,17,33,6,0,4,17,1,0,17,40,.228,.311,.352,.663,86,51,5,1,0,1,0,5/H7,batybr01
46,Jake Bauers*,27,NYY,AL,33,96,82,11,18,6,0,5,11,1,0,12,32,.220,.313,.476,.788,116,39,1,0,0,2,0,79/H3D,bauerja01
47,Mike Baumann,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,baumami01
48,Matt Beaty*,30,SFG,NL,4,5,5,1,1,0,0,0,1,0,0,0,2,.200,.200,.200,.400,11,1,0,0,0,0,0,/DH1,beatyma01
49,Josh Bell#,30,CLE,AL,59,241,208,13,49,14,0,5,30,0,1,31,50,.236,.332,.375,.707,100,78,2,0,0,2,1,D3/H,belljo02
50,Cody Bellinger*,27,CHC,NL,37,163,144,29,39,9,1,7,20,9,2,14,31,.271,.337,.493,.830,124,71,2,2,0,3,1,8,bellico01
51,Brandon Belt*,35,TOR,AL,48,180,152,18,40,14,0,4,16,0,0,27,67,.263,.378,.434,.812,130,66,3,1,0,0,1,D3/H,beltbr01
52,Anthony Bemboom*,33,BAL,AL,2,3,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,6,0,0,0,0,0,0,/2,bemboan01
53,Andrew Benintendi*,28,CHW,AL,62,253,226,31,61,15,1,0,14,7,1,23,35,.270,.341,.345,.686,91,78,3,2,1,1,5,*7/HD,beninan01
54,Will Benson*,25,CIN,NL,23,66,61,6,14,0,1,1,2,3,1,5,20,.230,.288,.311,.599,60,19,1,0,0,0,0,7/9H8,bensowi01
55,Jon Berti,33,MIA,NL,57,192,175,25,46,5,1,2,12,7,4,13,39,.263,.311,.337,.648,79,59,5,0,2,2,1,65/H47D,bertijo01
56,Christian Bethancourt,31,TBR,AL,44,151,143,23,33,9,0,7,17,0,0,6,40,.231,.260,.441,.701,95,63,4,0,1,1,0,2/D1H,bethach01
57,Mookie Betts,30,LAD,NL,63,289,247,53,65,14,1,17,41,4,1,39,48,.263,.367,.534,.901,139,132,3,2,0,1,0,*94/6H,bettsmo01
58,Bo Bichette,25,TOR,AL,67,301,287,37,91,11,1,14,43,3,3,13,52,.317,.349,.509,.858,139,146,6,1,0,0,0,*6/D,bichebo01
59,Cavan Biggio*,28,TOR,AL,41,107,97,15,18,2,0,5,11,2,2,8,37,.186,.262,.361,.623,74,35,0,2,0,0,0,4H9/3D5,biggica01
60,Charlie Blackmon*,36,COL,NL,56,242,211,34,56,14,2,5,26,0,1,21,33,.265,.347,.422,.769,99,89,4,7,0,3,0,D9/H,blackch02
61,JJ Bleday*,25,OAK,AL,30,105,91,11,19,6,0,3,5,1,1,14,21,.209,.314,.374,.688,98,34,1,0,0,0,0,7/98HD,bledajj01
62,Xander Bogaerts,30,SDP,NL,60,256,225,35,58,10,0,7,21,6,0,27,47,.258,.344,.396,.739,109,89,8,3,0,1,0,*6/DH,bogaexa01
63,Alec Bohm,26,PHI,NL,54,219,200,23,52,9,0,6,37,2,1,15,38,.260,.315,.395,.710,95,79,9,2,0,2,0,35/DH,bohmal01
64,Jackie Bradley Jr.*,33,KCR,AL,43,113,105,10,14,5,0,1,6,0,0,5,29,.133,.188,.210,.397,10,22,3,2,1,0,0,89/7H,bradlja02
65,Matt Brash,25,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,brashma01
66,Alex Bregman,29,HOU,AL,65,289,251,37,61,8,1,9,39,1,0,35,37,.243,.339,.390,.730,102,98,9,2,0,1,1,*5/D,bregmal01
67,Will Brennan*,25,CLE,AL,57,171,161,16,43,10,0,4,19,6,2,6,26,.267,.304,.404,.708,98,65,1,3,0,1,1,*9H/87,brennwi02
68,Jonah Bride,27,OAK,AL,10,35,28,3,8,1,0,0,4,0,0,3,6,.286,.400,.321,.721,113,9,1,3,0,1,0,/5H,bridejo01
69,Mike Brosseau,29,MIL,NL,29,78,73,4,15,2,0,4,8,0,0,4,20,.205,.256,.397,.654,77,29,2,1,0,0,0,5/H31D4,brossmi01
70,Seth Brown*,30,OAK,AL,27,102,91,10,18,5,0,4,13,2,1,11,33,.198,.284,.385,.669,91,35,1,0,0,0,0,7/9DH,brownse01
71,Vidal Bruján#,25,TBR,AL,14,32,29,5,5,0,0,0,4,0,1,1,8,.172,.226,.172,.398,16,5,1,1,1,0,0,/4H965,brujavi01
72,Kris Bryant,31,COL,NL,50,214,190,21,50,6,0,5,17,0,0,21,37,.263,.346,.374,.719,87,71,2,3,0,0,0,9D/7,bryankr01
73,J.B. Bukauskas,26,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,bukaujb01
74,Peyton Burdick,26,MIA,NL,14,37,33,4,6,2,0,1,2,1,0,3,18,.182,.270,.333,.604,65,11,0,1,0,0,0,9/8H7,burdipe01
75,Jake Burger,27,CHW,AL,48,165,152,24,38,9,1,13,32,1,1,8,52,.250,.297,.579,.876,134,88,2,3,0,2,0,D5/H34,burgeja01
76,Alec Burleson*,24,STL,NL,49,162,147,17,33,7,1,5,15,0,1,10,17,.224,.277,.388,.664,81,57,6,1,1,1,0,7/HD93,burleal01
77,Michael Busch*,25,LAD,NL,7,23,19,5,4,0,0,0,2,1,0,4,9,.211,.348,.211,.558,56,4,0,0,0,0,0,/5DH47,buschmi02
78,Byron Buxton,29,MIN,AL,50,212,182,31,40,9,1,10,23,6,0,26,61,.220,.325,.445,.771,113,81,2,3,0,1,1,*D/H,buxtoby01
79,José Caballero,26,SEA,AL,38,115,90,16,22,4,0,2,13,7,2,16,22,.244,.391,.356,.747,117,32,0,7,0,2,0,4/6H5D,cabaljo01
80,Génesis Cabrera*,26,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,cabrege01
81,Miguel Cabrera,40,DET,AL,33,120,107,5,23,7,0,0,7,0,0,12,25,.215,.292,.280,.572,62,30,5,0,0,1,0,D/H,cabremi01
82,Oswaldo Cabrera#,24,NYY,AL,57,177,163,19,32,6,0,4,18,5,0,10,35,.196,.244,.307,.551,53,50,6,1,1,2,1,*79/5H46D3,cabreos01
83,Willie Calhoun*,28,NYY,AL,40,139,125,16,30,7,0,5,16,0,0,13,17,.240,.309,.416,.725,100,52,2,0,0,1,1,D/9H7,calhowi01
84,Alex Call,28,WSN,NL,61,242,211,24,46,9,0,3,20,6,2,26,48,.218,.310,.303,.613,74,64,0,3,0,2,0,*87/H9,callal02
85,Luis Campusano,24,SDP,NL,7,22,21,3,5,1,0,1,2,0,0,0,6,.238,.227,.429,.656,80,9,1,0,0,1,0,/2,campulu01
86,Jeimer Candelario#,29,WSN,NL,61,261,231,30,58,17,2,8,30,1,0,22,51,.251,.330,.446,.775,116,103,3,6,0,2,1,*5,candeje01
87,Mark Canha,34,NYM,NL,57,206,179,24,44,12,0,5,21,4,0,19,35,.246,.330,.397,.727,103,71,5,5,0,3,0,7/D39H5,canhama01
88,Yennier Cano,29,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,canoye01
89,Conner Capel*,26,OAK,AL,26,75,66,4,17,4,0,0,3,4,3,9,22,.258,.347,.318,.665,94,21,1,0,0,0,0,9/7HD,capelco01
90,Victor Caratini#,29,MIL,NL,25,92,80,7,19,0,0,3,12,1,0,9,22,.238,.326,.350,.676,88,28,2,2,0,1,0,2/H,caratvi01
91,Dylan Carlson#,24,STL,NL,35,121,108,14,27,5,1,3,14,1,0,10,23,.250,.322,.398,.720,98,43,2,2,0,1,0,8/7H9D,carlsdy01
92,Kerry Carpenter*,25,DET,AL,23,88,81,10,23,6,0,4,8,0,0,6,24,.284,.341,.506,.847,133,41,1,1,0,0,0,9/D7H,carpeke01
93,Matt Carpenter*,37,SDP,NL,48,160,133,14,26,10,0,4,26,1,0,22,48,.195,.308,.361,.669,89,48,2,1,0,3,0,DH/3,carpema01
94,Corbin Carroll*,22,ARI,NL,62,253,221,47,68,17,2,13,33,19,2,26,49,.308,.389,.579,.968,163,128,2,4,1,1,1,*789/DH,carroco02
95,Curt Casali,34,CIN,NL,32,77,64,7,11,2,0,0,5,0,0,9,19,.172,.293,.203,.496,36,13,1,2,2,0,0,2/35,casalcu01
96,Triston Casas*,23,BOS,AL,58,214,179,25,36,8,1,7,19,0,0,33,58,.201,.322,.374,.697,88,67,4,0,0,2,0,*3/HD,casastr01
97,Nick Castellanos,31,PHI,NL,65,274,253,40,79,21,1,8,38,3,2,19,67,.312,.358,.498,.856,134,126,2,0,0,2,0,*9/D,casteni01
98,Harold Castro*,29,COL,NL,45,134,128,13,34,7,0,0,17,0,0,3,26,.266,.278,.320,.599,55,41,2,0,1,2,0,4/8H75D19,castrha01
99,Miguel Castro,28,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,castrmi01
100,Rodolfo Castro#,24,PIT,NL,58,172,149,17,40,7,0,6,21,1,4,17,40,.268,.360,.436,.797,119,65,3,5,0,1,1,46H/5D,castrro01
101,Willi Castro#,26,MIN,AL,53,151,137,23,33,6,0,5,12,12,2,6,47,.241,.300,.394,.694,92,54,1,6,1,1,0,75H/8469D1,castrwi01
102,Jake Cave*,30,PHI,NL,20,70,63,3,14,4,0,1,9,3,0,6,16,.222,.286,.333,.619,71,21,2,0,0,1,0,7/9H,caveja01
103,Andrew Chafin,33,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,chafian01
104,Yu Chang,27,BOS,AL,17,47,44,5,6,0,0,3,8,1,0,1,12,.136,.174,.341,.515,35,15,1,1,1,0,0,6/4H5D,changyu01
105,Matt Chapman,30,TOR,AL,65,275,242,35,65,23,0,9,34,2,2,28,71,.269,.349,.475,.824,131,115,1,3,0,2,1,*5/D,chapmma01
106,Michael Chavis,27,WSN,NL,16,36,33,4,10,0,0,0,2,0,0,3,10,.303,.361,.303,.664,90,10,1,0,0,0,0,/45H3D,chavimi01
107,Jazz Chisholm Jr.*,25,MIA,NL,39,159,144,16,33,2,1,7,16,14,2,12,52,.229,.291,.403,.694,89,58,1,1,1,1,0,8/H,chishja01
108,Ji Man Choi*,32,PIT,NL,9,32,32,3,4,1,0,2,2,0,0,0,15,.125,.125,.344,.469,23,11,1,0,0,0,0,/D3H,choiji01
109,Kody Clemens*,27,PHI,NL,34,108,100,13,27,5,0,4,12,0,0,7,28,.270,.324,.440,.764,109,44,1,1,0,0,0,3/H1D6,clemeko01
110,Ernie Clement,27,TOR,AL,4,6,5,1,2,0,0,0,1,0,0,0,1,.400,.333,.400,.733,107,2,0,0,0,1,0,/H64,clemeer01
111,Oscar Colás*,24,CHW,AL,25,84,76,8,16,2,0,1,7,2,1,5,20,.211,.265,.276,.541,50,21,1,1,1,1,0,9/H8D,colasos01
112,Michael Conforto*,30,SFG,NL,56,222,190,35,46,3,0,12,33,2,0,27,57,.242,.342,.447,.790,116,85,4,3,0,2,0,*9/HD,confomi01
113,William Contreras,25,MIL,NL,52,211,184,25,44,9,0,8,20,0,0,25,43,.239,.336,.418,.755,108,77,9,2,0,0,0,2/DH,contrwi02
114,Willson Contreras,31,STL,NL,61,245,216,25,44,12,0,7,27,5,1,25,57,.204,.294,.356,.650,79,77,6,3,0,1,0,*2D/H,contrwi01
115,Garrett Cooper,32,MIA,NL,45,177,168,14,40,6,1,7,24,0,0,7,56,.238,.271,.411,.682,85,69,5,1,0,1,0,3D/H,coopega03
116,Franchy Cordero*,28,NYY,AL,19,56,54,6,8,1,0,4,11,0,0,2,21,.148,.179,.389,.567,52,21,0,0,0,0,0,9/7H,cordefr02
117,Carlos Correa,28,MIN,AL,56,240,212,19,46,14,1,8,29,0,0,27,59,.217,.304,.406,.710,97,86,9,0,0,1,1,*6,correca01
118,Danny Coulombe*,33,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,couloda01
119,Brandon Crawford*,36,SFG,NL,39,134,120,13,23,7,0,4,15,3,0,14,42,.192,.276,.350,.626,71,42,3,0,0,0,0,6/1H,crawfbr01
120,J.P. Crawford*,28,SEA,AL,61,248,213,33,53,12,0,3,23,1,0,33,46,.249,.352,.347,.700,102,74,4,1,1,0,0,*6/H,crawfjp01
121,Kutter Crawford,27,BOS,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,crawfku01
122,C.J. Cron,33,COL,NL,36,148,136,19,31,9,0,6,20,0,0,10,35,.228,.277,.426,.703,79,58,8,0,0,2,0,3,croncj01
123,Jake Cronenworth*,29,SDP,NL,64,270,228,27,49,8,4,7,24,3,0,33,61,.215,.325,.377,.702,98,86,5,5,1,2,1,*34,croneja01
124,Nelson Cruz,42,SDP,NL,36,111,105,7,25,4,1,3,16,1,0,4,36,.238,.270,.381,.651,82,40,1,1,0,1,0,DH/3,cruzne02
125,Oneil Cruz*,24,PIT,NL,9,40,32,7,8,1,0,1,4,3,0,7,8,.250,.375,.375,.750,108,12,0,0,0,1,0,/6,cruzon01
126,Travis d'Arnaud,34,ATL,NL,22,85,77,11,23,4,0,2,10,0,0,7,14,.299,.365,.429,.793,113,33,1,1,0,0,0,2/DH,darnatr01
127,David Dahl*,29,SDP,NL,4,9,9,1,1,0,0,1,1,0,0,0,2,.111,.111,.444,.556,47,4,0,0,0,0,0,/9H,dahlda01
128,Bobby Dalbec,28,BOS,AL,8,13,11,1,2,0,0,0,0,1,0,2,7,.182,.308,.182,.490,38,2,0,0,0,0,0,/H345D6,dalbebo01
129,J.D. Davis,30,SFG,NL,61,238,203,29,58,11,1,9,34,1,0,26,61,.286,.371,.483,.854,133,98,10,4,0,4,0,*5/DH3,davisjd01
130,Jonathan Davis,31,MIA,NL,16,53,46,13,13,3,1,1,6,1,0,4,14,.283,.353,.457,.809,121,21,1,1,1,0,0,8/H9,davisjo05
131,Yonathan Daza,29,COL,NL,24,80,74,8,20,6,0,0,7,1,0,3,13,.270,.304,.351,.655,70,26,5,1,1,1,0,8/H9,dazayo01
132,Bryan De La Cruz,26,MIA,NL,62,250,227,29,67,14,0,8,35,3,0,20,63,.295,.348,.463,.811,121,105,7,0,0,3,0,*7/89DH,delacbr01
133,Elly De La Cruz#,21,CIN,NL,6,27,22,7,8,1,1,1,4,3,0,5,10,.364,.481,.636,1.118,194,14,0,0,0,0,0,/56,delacel01
134,Paul DeJong,29,STL,NL,40,155,139,22,31,5,0,8,19,3,1,13,43,.223,.303,.432,.735,100,60,3,3,0,0,0,6/H,dejonpa01
135,Jason Delay,28,PIT,NL,31,87,75,8,22,4,1,1,9,0,0,7,21,.293,.365,.413,.778,114,31,2,2,2,1,0,2/H,delayja01
136,Jonny Deluca,24,LAD,NL,3,8,7,0,1,0,0,0,0,0,0,1,2,.143,.250,.143,.393,10,1,0,0,0,0,0,/89,delucjo01
137,Rafael Devers*,26,BOS,AL,63,270,247,34,61,16,0,15,52,0,1,17,56,.247,.300,.494,.794,110,122,7,3,0,3,2,*5/DH,deverra01
138,Aledmys Díaz,32,OAK,AL,45,159,147,10,30,6,0,1,10,1,0,7,31,.204,.258,.265,.523,52,39,8,4,0,1,0,564/HD3,diazal02
139,Alexis Díaz,26,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazal03
140,Elias Díaz,32,COL,NL,57,217,197,22,58,13,0,6,29,0,0,17,40,.294,.350,.452,.802,106,89,7,1,0,2,0,*2/HD,diazel01
141,Jordan Diaz,22,OAK,AL,24,72,69,6,15,1,0,4,8,0,1,2,17,.217,.250,.406,.656,85,28,2,1,0,0,0,4/HD,diazjo03
142,Yainer Diaz,24,HOU,AL,28,92,84,12,23,7,0,3,8,0,0,3,16,.274,.293,.464,.758,106,39,4,1,0,4,0,2/DH3,diazya02
143,Yandy Díaz,31,TBR,AL,55,242,208,43,65,13,0,12,34,0,0,29,38,.313,.405,.548,.953,168,114,6,4,0,1,0,*3/5DH,diazya01
144,Corey Dickerson*,34,WSN,NL,19,59,54,6,14,3,0,2,9,0,0,4,12,.259,.305,.426,.731,103,23,1,0,0,1,0,7/HD,dickeco01
145,Brandon Dixon,31,SDP,NL,21,58,52,6,11,2,0,2,5,1,0,0,19,.212,.259,.365,.624,74,19,1,4,0,2,0,/3HD971,dixonbr01
146,Josh Donaldson,37,NYY,AL,13,46,42,7,6,0,0,5,6,0,0,4,15,.143,.217,.500,.717,92,21,1,0,0,0,0,5/DH,donaljo02
147,Brendan Donovan*,26,STL,NL,60,224,194,27,49,5,0,6,16,4,0,25,32,.253,.348,.371,.719,100,72,2,4,0,1,2,473/9H56,donovbr01
148,Jeter Downs,24,WSN,NL,1,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,59,0,0,0,0,0,0,/6,downsje01
149,Brenton Doyle,25,COL,NL,37,120,112,16,24,3,1,4,16,8,1,7,42,.214,.258,.366,.624,60,41,1,0,0,1,0,8/H,doylebr02
150,Hunter Dozier,31,KCR,AL,29,91,82,8,15,2,1,2,9,2,0,8,29,.183,.253,.305,.558,54,25,0,0,0,1,0,5/397HD,doziehu01
151,Brandon Drury,30,LAA,AL,60,240,221,29,57,16,2,10,30,0,1,12,64,.258,.304,.484,.788,113,107,8,4,0,3,0,*43/H,drurybr01
152,Mauricio Dubón,28,HOU,AL,51,218,207,35,62,13,1,2,14,5,0,8,28,.300,.326,.401,.727,101,83,8,1,0,2,0,*4/76H,dubonma01
153,Matt Duffy,32,KCR,AL,31,83,75,7,23,3,0,1,7,0,0,6,20,.307,.361,.387,.748,108,29,1,1,0,1,0,54/H3D,duffyma01
154,Ezequiel Duran,24,TEX,AL,46,167,155,24,48,10,0,7,25,3,2,8,37,.310,.359,.510,.869,138,79,2,4,0,0,1,6/7D4H59,duranez01
155,Jarren Duran*,26,BOS,AL,48,184,167,17,47,17,0,3,24,8,0,13,54,.281,.337,.437,.774,108,73,2,2,0,2,1,*8/H79,duranja01
156,Adam Duvall,34,BOS,AL,11,45,39,12,16,5,1,4,14,1,0,4,8,.410,.489,.897,1.386,265,35,0,2,0,0,0,8/DH,duvalad01
157,Nate Eaton,26,KCR,AL,26,55,52,2,3,0,0,0,1,2,0,2,21,.058,.109,.058,.167,-52,3,0,1,0,0,0,7/8H9D51,eatonna01
158,Tommy Edman#,28,STL,NL,63,230,208,31,50,12,2,6,22,9,1,16,35,.240,.298,.404,.702,92,84,4,2,2,2,1,648/9H,edmanto01
159,Xavier Edwards#,23,MIA,NL,9,22,21,4,8,1,0,0,2,1,0,0,4,.381,.381,.429,.810,123,9,1,0,1,0,0,/48H,edwarxa01
160,Drew Ellis,27,PHI,NL,8,22,18,4,4,0,0,2,3,0,1,4,5,.222,.364,.556,.919,150,10,0,0,0,0,0,/35H,ellisdr01
161,Adam Engel,31,SDP,NL,5,6,6,0,0,0,0,0,0,0,1,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8H7,engelad01
162,Eduardo Escobar#,34,NYM,NL,36,109,100,12,24,3,1,4,14,1,0,7,20,.240,.287,.410,.697,93,41,3,0,1,1,0,5/4DH6,escobed01
163,Santiago Espinal,28,TOR,AL,30,98,89,11,19,3,0,1,8,2,1,6,12,.213,.278,.281,.559,60,25,3,2,1,0,0,4/5H6,espinsa01
164,Thairo Estrada,27,SFG,NL,53,235,219,34,65,15,1,9,24,14,3,11,56,.297,.345,.498,.842,129,109,3,5,0,0,0,46/7D,estrath01
165,Stuart Fairchild,27,CIN,NL,59,171,145,21,33,12,1,2,19,7,2,18,51,.228,.325,.366,.691,84,53,1,4,2,2,0,*789H/D,faircst01
166,Kyle Farmer,32,MIN,AL,39,130,119,20,31,2,0,3,14,1,0,8,35,.261,.315,.353,.668,87,42,2,2,0,1,0,546/H3,farmeky01
167,Caleb Ferguson,26,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ferguca01
168,Freddy Fermin,28,KCR,AL,20,58,52,4,11,0,1,3,7,0,0,5,13,.212,.281,.423,.704,92,22,0,0,1,0,0,2/H,fermifr01
169,David Fletcher,29,LAA,AL,8,16,16,0,2,0,0,0,1,0,0,0,3,.125,.125,.125,.250,-30,2,0,0,0,0,0,/6H,fletcda02
